metric_version,scope_type,scope_id,market_count,market_id,archetype,loan_symbol,loan_address,period,period_start_utc,period_end_exclusive_utc,start_block,end_block_exclusive,opening_debt_base_units,closing_debt_base_units,borrow_assets_out_base_units,repay_assets_in_base_units,accrued_interest_assets_base_units,liquidation_repaid_assets_base_units,liquidation_bad_debt_assets_base_units,expected_debt_delta_base_units,observed_debt_delta_base_units,reconciliation_residual_base_units,opening_debt_native,closing_debt_native,borrow_assets_out_native,repay_assets_in_native,accrued_interest_assets_native,liquidation_repaid_assets_native,liquidation_bad_debt_assets_native,observed_debt_delta_native
v1.0,market,0x77fe2f7c2dd6f4da6bc5f445b06052ff8df55cb70cfce9afc16ec3c69a5fd3a3,1,0x77fe2f7c2dd6f4da6bc5f445b06052ff8df55cb70cfce9afc16ec3c69a5fd3a3,full_scope_other,USDC,0xaf88d065e77c8cc2239327c5edb3a432268e5831,incentive,2025-09-03T13:00:00Z,2026-02-18T13:00:00Z,375263392,433400939,17249244,244814853180,175230398166229,175084638992484,99038430191,0,0,244797603936,244797603936,0,17.249244,244814.85318,175230398.166229,175084638.992484,99038.430191,0,0,244797.603936
v1.0,market,0x77fe2f7c2dd6f4da6bc5f445b06052ff8df55cb70cfce9afc16ec3c69a5fd3a3,1,0x77fe2f7c2dd6f4da6bc5f445b06052ff8df55cb70cfce9afc16ec3c69a5fd3a3,full_scope_other,USDC,0xaf88d065e77c8cc2239327c5edb3a432268e5831,post_180,2026-02-18T13:00:00Z,2026-08-17T13:00:00Z,433400939,495489315,244814853180,79242415730,246851085212563,247066887453525,50229803512,0,0,-165572437450,-165572437450,0,244814.85318,79242.41573,246851085.212563,247066887.453525,50229.803512,0,0,-165572.43745
v1.0,market,0xf86f3edd6f16cd8211f4d206866dc4ecd41be6211063ac11f8508e1b7112ef40,1,0xf86f3edd6f16cd8211f4d206866dc4ecd41be6211063ac11f8508e1b7112ef40,dedicated_syrupusdc,USDC,0xaf88d065e77c8cc2239327c5edb3a432268e5831,baseline,2025-07-09T13:00:00Z,2025-09-03T13:00:00Z,355887376,375263392,0,1000207,1000000,0,207,0,0,1000207,1000207,0,0,1.000207,1,0,0.000207,0,0,1.000207
v1.0,market,0xf86f3edd6f16cd8211f4d206866dc4ecd41be6211063ac11f8508e1b7112ef40,1,0xf86f3edd6f16cd8211f4d206866dc4ecd41be6211063ac11f8508e1b7112ef40,dedicated_syrupusdc,USDC,0xaf88d065e77c8cc2239327c5edb3a432268e5831,incentive,2025-09-03T13:00:00Z,2026-02-18T13:00:00Z,375263392,433400939,1000207,9575307714444,196480095889821,187610673286350,705884110766,0,0,9575306714237,9575306714237,0,1.000207,9575307.714444,196480095.889821,187610673.28635,705884.110766,0,0,9575306.714237
v1.0,market,0xf86f3edd6f16cd8211f4d206866dc4ecd41be6211063ac11f8508e1b7112ef40,1,0xf86f3edd6f16cd8211f4d206866dc4ecd41be6211063ac11f8508e1b7112ef40,dedicated_syrupusdc,USDC,0xaf88d065e77c8cc2239327c5edb3a432268e5831,post_180,2026-02-18T13:00:00Z,2026-08-17T13:00:00Z,433400939,495489315,9575307714444,43456249315,25125786467899,34736121492135,78483559107,0,0,-9531851465129,-9531851465129,0,9575307.714444,43456.249315,25125786.467899,34736121.492135,78483.559107,0,0,-9531851.465129
v1.0,market,0x551dbcdcceaf9322986e0cddde993d49840522a9532dc441359acd98af8badff,1,0x551dbcdcceaf9322986e0cddde993d49840522a9532dc441359acd98af8badff,full_scope_other,USDC,0xaf88d065e77c8cc2239327c5edb3a432268e5831,baseline,2025-07-09T13:00:00Z,2025-09-03T13:00:00Z,355887376,375263392,0,25000,25000,0,0,0,0,25000,25000,0,0,0.025,0.025,0,0,0,0,0.025
v1.0,market,0x551dbcdcceaf9322986e0cddde993d49840522a9532dc441359acd98af8badff,1,0x551dbcdcceaf9322986e0cddde993d49840522a9532dc441359acd98af8badff,full_scope_other,USDC,0xaf88d065e77c8cc2239327c5edb3a432268e5831,incentive,2025-09-03T13:00:00Z,2026-02-18T13:00:00Z,375263392,433400939,25000,7460896505929,202347237673349,196279989184390,1393648957519,965549,0,7460896480929,7460896480929,0,0.025,7460896.505929,202347237.673349,196279989.18439,1393648.957519,0.965549,0,7460896.480929
v1.0,market,0x551dbcdcceaf9322986e0cddde993d49840522a9532dc441359acd98af8badff,1,0x551dbcdcceaf9322986e0cddde993d49840522a9532dc441359acd98af8badff,full_scope_other,USDC,0xaf88d065e77c8cc2239327c5edb3a432268e5831,post_180,2026-02-18T13:00:00Z,2026-08-17T13:00:00Z,433400939,495489315,7460896505929,15412862606,14342272956868,21232028526734,39806336571,595534410028,0,-7445483643323,-7445483643323,0,7460896.505929,15412.862606,14342272.956868,21232028.526734,39806.336571,595534.410028,0,-7445483.643323
v1.0,market,0xe0de6b571ec913ada63d5327f70c8849ea2363d47f44a190e8fb489db07fee1e,1,0xe0de6b571ec913ada63d5327f70c8849ea2363d47f44a190e8fb489db07fee1e,full_scope_other,USDC,0xaf88d065e77c8cc2239327c5edb3a432268e5831,baseline,2025-07-09T13:00:00Z,2025-09-03T13:00:00Z,355887376,375263392,0,4250098,4250038,0,60,0,0,4250098,4250098,0,0,4.250098,4.250038,0,0.00006,0,0,4.250098
v1.0,market,0xe0de6b571ec913ada63d5327f70c8849ea2363d47f44a190e8fb489db07fee1e,1,0xe0de6b571ec913ada63d5327f70c8849ea2363d47f44a190e8fb489db07fee1e,full_scope_other,USDC,0xaf88d065e77c8cc2239327c5edb3a432268e5831,incentive,2025-09-03T13:00:00Z,2026-02-18T13:00:00Z,375263392,433400939,4250098,11364916,12928244461,12932844175,11714532,0,0,7114818,7114818,0,4.250098,11.364916,12928.244461,12932.844175,11.714532,0,0,7.114818
v1.0,market,0xe0de6b571ec913ada63d5327f70c8849ea2363d47f44a190e8fb489db07fee1e,1,0xe0de6b571ec913ada63d5327f70c8849ea2363d47f44a190e8fb489db07fee1e,full_scope_other,USDC,0xaf88d065e77c8cc2239327c5edb3a432268e5831,post_180,2026-02-18T13:00:00Z,2026-08-17T13:00:00Z,433400939,495489315,11364916,11382584,9223131,9223132,17669,0,0,17668,17668,0,11.364916,11.382584,9.223131,9.223132,0.017669,0,0,0.017668
v1.0,market,0xd09404e9512e1341321c8ae3bd663fab7087582142ac61486635a6c072c2af12,1,0xd09404e9512e1341321c8ae3bd663fab7087582142ac61486635a6c072c2af12,early_shared_usdc,USDC,0xaf88d065e77c8cc2239327c5edb3a432268e5831,baseline,2025-07-09T13:00:00Z,2025-09-03T13:00:00Z,355887376,375263392,0,1211987615,1217000000,6000089,987704,0,0,1211987615,1211987615,0,0,1211.987615,1217,6.000089,0.987704,0,0,1211.987615
v1.0,market,0xd09404e9512e1341321c8ae3bd663fab7087582142ac61486635a6c072c2af12,1,0xd09404e9512e1341321c8ae3bd663fab7087582142ac61486635a6c072c2af12,early_shared_usdc,USDC,0xaf88d065e77c8cc2239327c5edb3a432268e5831,incentive,2025-09-03T13:00:00Z,2026-02-18T13:00:00Z,375263392,433400939,1211987615,238082266863,1262908021626,1027960068524,3073992004,1151665858,0,236870279248,236870279248,0,1211.987615,238082.266863,1262908.021626,1027960.068524,3073.992004,1151.665858,0,236870.279248
v1.0,market,0xd09404e9512e1341321c8ae3bd663fab7087582142ac61486635a6c072c2af12,1,0xd09404e9512e1341321c8ae3bd663fab7087582142ac61486635a6c072c2af12,early_shared_usdc,USDC,0xaf88d065e77c8cc2239327c5edb3a432268e5831,post_180,2026-02-18T13:00:00Z,2026-08-17T13:00:00Z,433400939,495489315,238082266863,1412705954688,3314074567840,2166928860172,27481381178,3401021,0,1174623687825,1174623687825,0,238082.266863,1412705.954688,3314074.56784,2166928.860172,27481.381178,3.401021,0,1174623.687825
v1.0,market,0x11d3bca0d1a9af8bf2982ef802f2971cf86043df1b31a044cacb35a8048156c6,1,0x11d3bca0d1a9af8bf2982ef802f2971cf86043df1b31a044cacb35a8048156c6,full_scope_other,USDC,0xaf88d065e77c8cc2239327c5edb3a432268e5831,baseline,2025-07-09T13:00:00Z,2025-09-03T13:00:00Z,355887376,375263392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
v1.0,market,0x11d3bca0d1a9af8bf2982ef802f2971cf86043df1b31a044cacb35a8048156c6,1,0x11d3bca0d1a9af8bf2982ef802f2971cf86043df1b31a044cacb35a8048156c6,full_scope_other,USDC,0xaf88d065e77c8cc2239327c5edb3a432268e5831,incentive,2025-09-03T13:00:00Z,2026-02-18T13:00:00Z,375263392,433400939,0,1178873897014,3490499123113,2316379202409,4753976310,0,0,1178873897014,1178873897014,0,0,1178873.897014,3490499.123113,2316379.202409,4753.97631,0,0,1178873.897014
v1.0,market,0x11d3bca0d1a9af8bf2982ef802f2971cf86043df1b31a044cacb35a8048156c6,1,0x11d3bca0d1a9af8bf2982ef802f2971cf86043df1b31a044cacb35a8048156c6,full_scope_other,USDC,0xaf88d065e77c8cc2239327c5edb3a432268e5831,post_180,2026-02-18T13:00:00Z,2026-08-17T13:00:00Z,433400939,495489315,1178873897014,2696,1162524166431,2341595304580,200575949,3332118,0,-1178873894318,-1178873894318,0,1178873.897014,0.002696,1162524.166431,2341595.30458,200.575949,3.332118,0,-1178873.894318
v1.0,market,0x33e0c8ab132390822b07e5dc95033cf250c963153320b7ffca73220664da2ea0,1,0x33e0c8ab132390822b07e5dc95033cf250c963153320b7ffca73220664da2ea0,full_scope_other,USDC,0xaf88d065e77c8cc2239327c5edb3a432268e5831,baseline,2025-07-09T13:00:00Z,2025-09-03T13:00:00Z,355887376,375263392,0,1031737762003,2294061212253,1262456314084,220005471,87141637,0,1031737762003,1031737762003,0,0,1031737.762003,2294061.212253,1262456.314084,220.005471,87.141637,0,1031737.762003
v1.0,market,0x33e0c8ab132390822b07e5dc95033cf250c963153320b7ffca73220664da2ea0,1,0x33e0c8ab132390822b07e5dc95033cf250c963153320b7ffca73220664da2ea0,full_scope_other,USDC,0xaf88d065e77c8cc2239327c5edb3a432268e5831,incentive,2025-09-03T13:00:00Z,2026-02-18T13:00:00Z,375263392,433400939,1031737762003,7037902258114,102157614376334,95656395650150,184175644265,679229874338,0,6006164496111,6006164496111,0,1031737.762003,7037902.258114,102157614.376334,95656395.65015,184175.644265,679229.874338,0,6006164.496111
v1.0,market,0x33e0c8ab132390822b07e5dc95033cf250c963153320b7ffca73220664da2ea0,1,0x33e0c8ab132390822b07e5dc95033cf250c963153320b7ffca73220664da2ea0,full_scope_other,USDC,0xaf88d065e77c8cc2239327c5edb3a432268e5831,post_180,2026-02-18T13:00:00Z,2026-08-17T13:00:00Z,433400939,495489315,7037902258114,1166255043355,76464185753328,82198343475627,140406213089,277895705549,0,-5871647214759,-5871647214759,0,7037902.258114,1166255.043355,76464185.753328,82198343.475627,140406.213089,277895.705549,0,-5871647.214759
v1.0,market,0x06a5954e8222a1f4719934d370ac558b657c6a5321d6cae615127b6596d10d32,1,0x06a5954e8222a1f4719934d370ac558b657c6a5321d6cae615127b6596d10d32,full_scope_other,USDC,0xaf88d065e77c8cc2239327c5edb3a432268e5831,baseline,2025-07-09T13:00:00Z,2025-09-03T13:00:00Z,355887376,375263392,0,25000,25000,0,0,0,0,25000,25000,0,0,0.025,0.025,0,0,0,0,0.025
v1.0,market,0x06a5954e8222a1f4719934d370ac558b657c6a5321d6cae615127b6596d10d32,1,0x06a5954e8222a1f4719934d370ac558b657c6a5321d6cae615127b6596d10d32,full_scope_other,USDC,0xaf88d065e77c8cc2239327c5edb3a432268e5831,incentive,2025-09-03T13:00:00Z,2026-02-18T13:00:00Z,375263392,433400939,25000,1660767921,280881115314,278349216586,745421841,1616577648,0,1660742921,1660742921,0,0.025,1660.767921,280881.115314,278349.216586,745.421841,1616.577648,0,1660.742921
v1.0,market,0x06a5954e8222a1f4719934d370ac558b657c6a5321d6cae615127b6596d10d32,1,0x06a5954e8222a1f4719934d370ac558b657c6a5321d6cae615127b6596d10d32,full_scope_other,USDC,0xaf88d065e77c8cc2239327c5edb3a432268e5831,post_180,2026-02-18T13:00:00Z,2026-08-17T13:00:00Z,433400939,495489315,1660767921,1907649814,142576769,0,1866404601,1762099477,0,246881893,246881893,0,1660.767921,1907.649814,142.576769,0,1866.404601,1762.099477,0,246.881893
v1.0,market,0x582c92d5ea0ab48eba3a1ee88c8884e34f7fc61c57fb821f3f6d9e474574c6e3,1,0x582c92d5ea0ab48eba3a1ee88c8884e34f7fc61c57fb821f3f6d9e474574c6e3,full_scope_other,USDC,0xaf88d065e77c8cc2239327c5edb3a432268e5831,baseline,2025-07-09T13:00:00Z,2025-09-03T13:00:00Z,355887376,375263392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
v1.0,market,0x582c92d5ea0ab48eba3a1ee88c8884e34f7fc61c57fb821f3f6d9e474574c6e3,1,0x582c92d5ea0ab48eba3a1ee88c8884e34f7fc61c57fb821f3f6d9e474574c6e3,full_scope_other,USDC,0xaf88d065e77c8cc2239327c5edb3a432268e5831,incentive,2025-09-03T13:00:00Z,2026-02-18T13:00:00Z,375263392,433400939,0,369226861,4012128900096,4018441669587,6681996352,0,0,369226861,369226861,0,0,369.226861,4012128.900096,4018441.669587,6681.996352,0,0,369.226861
v1.0,market,0x582c92d5ea0ab48eba3a1ee88c8884e34f7fc61c57fb821f3f6d9e474574c6e3,1,0x582c92d5ea0ab48eba3a1ee88c8884e34f7fc61c57fb821f3f6d9e474574c6e3,full_scope_other,USDC,0xaf88d065e77c8cc2239327c5edb3a432268e5831,post_180,2026-02-18T13:00:00Z,2026-08-17T13:00:00Z,433400939,495489315,369226861,7043778,361551550,724092791,358158,0,0,-362183083,-362183083,0,369.226861,7.043778,361.55155,724.092791,0.358158,0,0,-362.183083
v1.0,market,0x9e90aec7d768403dacc9dd0d8320307fda3f980eed4df43e3e52168a1c667709,1,0x9e90aec7d768403dacc9dd0d8320307fda3f980eed4df43e3e52168a1c667709,full_scope_other,USDC,0xaf88d065e77c8cc2239327c5edb3a432268e5831,baseline,2025-07-09T13:00:00Z,2025-09-03T13:00:00Z,355887376,375263392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
v1.0,market,0x9e90aec7d768403dacc9dd0d8320307fda3f980eed4df43e3e52168a1c667709,1,0x9e90aec7d768403dacc9dd0d8320307fda3f980eed4df43e3e52168a1c667709,full_scope_other,USDC,0xaf88d065e77c8cc2239327c5edb3a432268e5831,incentive,2025-09-03T13:00:00Z,2026-02-18T13:00:00Z,375263392,433400939,0,2567774995100,29842703096205,29355347305898,2080419204793,0,0,2567774995100,2567774995100,0,0,2567774.9951,29842703.096205,29355347.305898,2080419.204793,0,0,2567774.9951
v1.0,market,0x9e90aec7d768403dacc9dd0d8320307fda3f980eed4df43e3e52168a1c667709,1,0x9e90aec7d768403dacc9dd0d8320307fda3f980eed4df43e3e52168a1c667709,full_scope_other,USDC,0xaf88d065e77c8cc2239327c5edb3a432268e5831,post_180,2026-02-18T13:00:00Z,2026-08-17T13:00:00Z,433400939,495489315,2567774995100,2567774995100,0,0,0,0,0,0,0,0,2567774.9951,2567774.9951,0,0,0,0,0,0
v1.0,exact_loan_asset_group,0xaf88d065e77c8cc2239327c5edb3a432268e5831,32,,,USDC,0xaf88d065e77c8cc2239327c5edb3a432268e5831,baseline,2025-07-09T13:00:00Z,2025-09-03T13:00:00Z,355887376,375263392,0,1032980059275,2295708429344,1262862323304,221094872,87141637,0,1032980059275,1032980059275,0,0,1032980.059275,2295708.429344,1262862.323304,221.094872,87.141637,0,1032980.059275
v1.0,exact_loan_asset_group,0xaf88d065e77c8cc2239327c5edb3a432268e5831,32,,,USDC,0xaf88d065e77c8cc2239327c5edb3a432268e5831,incentive,2025-09-03T13:00:00Z,2026-02-18T13:00:00Z,375263392,433400939,1032980059275,70647245378463,977383366082652,911427057613082,5196370866791,1538414011108,6065,69614265319188,69614265319188,0,1032980.059275,70647245.378463,977383366.082652,911427057.613082,5196370.866791,1538414.011108,0.006065,69614265.319188
v1.0,exact_loan_asset_group,0xaf88d065e77c8cc2239327c5edb3a432268e5831,32,,,USDC,0xaf88d065e77c8cc2239327c5edb3a432268e5831,post_180,2026-02-18T13:00:00Z,2026-08-17T13:00:00Z,433400939,495489315,70647245378463,5645592527445,376553336763156,441124557823206,448110239868,878542022973,7863,-65001652851018,-65001652851018,0,70647245.378463,5645592.527445,376553336.763156,441124557.823206,448110.239868,878542.022973,0.007863,-65001652.851018
v1.0,exact_loan_asset_group,0xfd086bc7cd5c481dcc9c85ebe478a1c0b69fcbb9,13,,,USD₮0,0xfd086bc7cd5c481dcc9c85ebe478a1c0b69fcbb9,baseline,2025-07-09T13:00:00Z,2025-09-03T13:00:00Z,355887376,375263392,0,68230032,133482860,65322179,69351,0,0,68230032,68230032,0,0,68.230032,133.48286,65.322179,0.069351,0,0,68.230032
v1.0,exact_loan_asset_group,0xfd086bc7cd5c481dcc9c85ebe478a1c0b69fcbb9,13,,,USD₮0,0xfd086bc7cd5c481dcc9c85ebe478a1c0b69fcbb9,incentive,2025-09-03T13:00:00Z,2026-02-18T13:00:00Z,375263392,433400939,68230032,36750499253479,127399436927732,90728453964763,227055877644,147607816838,328,36750431023447,36750431023447,0,68.230032,36750499.253479,127399436.927732,90728453.964763,227055.877644,147607.816838,0.000328,36750431.023447
v1.0,exact_loan_asset_group,0xfd086bc7cd5c481dcc9c85ebe478a1c0b69fcbb9,13,,,USD₮0,0xfd086bc7cd5c481dcc9c85ebe478a1c0b69fcbb9,post_180,2026-02-18T13:00:00Z,2026-08-17T13:00:00Z,433400939,495489315,36750499253479,4135334073899,101079671173853,133971161209983,304916224849,28591368299,0,-32615165179580,-32615165179580,0,36750499.253479,4135334.073899,101079671.173853,133971161.209983,304916.224849,28591.368299,0,-32615165.17958
