market_id,loan_symbol,loan_address,collateral_symbol,collateral_address,lltv_1e18,supply_epochs,borrow_epochs
0x1d094624063756fc61aaf061c7da056aebe3b3ad0ae0395b22e00db6c074de7c,USD₮0,0xFd086bC7CD5C481DCC9C85ebE478A1C0b69FCbb9,XAUt0,0x40461291347e1eCbb09499F3371D3f17f10d7159,770000000000000000,,12
0xb7b5729ad332f57a02f4d9f87aa50910ee955d859e2b2ad9b0b8e15ca44d8b7f,USDC,0xaf88d065e77c8cC2239327C5EDb3A432268e5831,ezETH,0x2416092f143378750bb29b79eD961ab195CcEea5,770000000000000000,1;2;3;4;5;6;7;8;9;10;11;12,1;2;3;4;5;6;7;8;9
0xa35d91efb3e284a0ab7098e8c5a65caf58ea0451073e36a544a821fd8f350953,USDC,0xaf88d065e77c8cC2239327C5EDb3A432268e5831,GLV [WBTC-USDC],0xdF03EEd325b82bC1d4Db8b49c30ecc9E05104b96,770000000000000000,4;5;6;7;8;9;10;11;12,4;5;6;7;8;9
0x14982da64b67967ef3a70c2f3b7d05518f7dd4ba98d850c40c46618c75059a64,USDC,0xaf88d065e77c8cC2239327C5EDb3A432268e5831,GLV [WETH-USDC],0x528A5bac7E746C9A509A1f4F6dF58A03d44279F9,770000000000000000,4;5;6;7;8;9;10;11;12,4;5;6;7;8;9
0x1a926ab8add08dca634f8d6cecd8c866e166a4affc65801beda9f239d21b622a,USDC,0xaf88d065e77c8cC2239327C5EDb3A432268e5831,GM,0x70d95587d40A2caf56bd97485aB3Eec10Bee6336,770000000000000000,1;2;3;4;5;6;7;8;9;10;11;12,1;2;3;4;5;6;7;8;9
0x6a2b0c23c79dde84628314d21797f7bd5b06ae36e6bde6924ece64ef4821d2df,USDC,0xaf88d065e77c8cC2239327C5EDb3A432268e5831,PT-sUSDai-19FEB2026,0x1BF1311FCF914A69Dd5805C9B06b72F80539cB3f,860000000000000000,8;9;10;11;12,8;9
0x7717f1e04510390518811b3133ea47c298094ddd1d806ed8f8867d88c727bad7,USDC,0xaf88d065e77c8cC2239327C5EDb3A432268e5831,PT-sUSDai-19FEB2026,0x1BF1311FCF914A69Dd5805C9B06b72F80539cB3f,860000000000000000,7;8;9;10;11;12,7;8;9
0x52f4d5038749565658a51f43d214e811c328c00c8b58c544accfb8924e8be8f8,USDC,0xaf88d065e77c8cC2239327C5EDb3A432268e5831,PT-sUSDai-20NOV2025,0x936F210d277bf489A3211CeF9AB4BC47a7B69C96,860000000000000000,1,1
0x58df3ad9cf719b1ca97365db634a11b770785517f409ecbe85eefdb34803de1f,USDC,0xaf88d065e77c8cC2239327C5EDb3A432268e5831,PT-sUSDai-20NOV2025,0x936F210d277bf489A3211CeF9AB4BC47a7B69C96,860000000000000000,2;3;4;5;6,2;3;4;5;6
0x84367e5bc5df26437618f749d5beb793746e620560721fec15518d684191ebc6,USDC,0xaf88d065e77c8cC2239327C5EDb3A432268e5831,PT-syrupUSDC-29JAN2026,0x1Ef58a7aF39883CC95c59a2c106b726C64c2ECC6,915000000000000000,3;4;5;6;7;8;9;10;11;12,3;4;5;6;7;8;9
0x6c831dcc45a7c0af00b751da651bd874b96653c587615d11aafade7b357c4b43,USDC,0xaf88d065e77c8cC2239327C5EDb3A432268e5831,PT-thBILL-19FEB2026,0x9b3924f9652cabf3Db48B7B4C92E474c571B3Ab4,915000000000000000,7;8;9;10;11;12,7;8;9
0x30c505b1ce479157e1035bdc5de3d4c811cf3e427c31db0b81b5c27a09054e97,USDC,0xaf88d065e77c8cC2239327C5EDb3A432268e5831,PT-thBILL-27NOV2025,0x5a791652f3b140d357df072d355a98ab754877D1,915000000000000000,3;4;5;6,3;4;5;6
0x7d4799e15dcaad9da49ab8edf46d647db2da2ff419db52e8ec0984d0c49e8b9b,USDC,0xaf88d065e77c8cC2239327C5EDb3A432268e5831,PT-USDai-19FEB2026,0x5B2C615E22272234AACF187632a0531cA1243279,915000000000000000,7;8;9;10;11;12,7;8;9
0x8147c63f3f6f5a0825c84bf2cb11443c72b609fa39cf9a362e3d4dc2c5ca76c4,USDC,0xaf88d065e77c8cC2239327C5EDb3A432268e5831,PT-USDai-19FEB2026,0x5B2C615E22272234AACF187632a0531cA1243279,915000000000000000,8;9;10;11;12,8;9
0xf4ab212f6fcc943e2669cb6307fa4b608b0418ac5255c100e58394822157785c,USDC,0xaf88d065e77c8cC2239327C5EDb3A432268e5831,PT-USDai-20NOV2025,0x8b4Ca42bB3B1d789859f106222CF7DC5EEd48CCb,915000000000000000,2;3;4;5;6,2;3;4;5;6
0x729e4ab1f1613a55f4dc6444cb073a2f9ba4c402f8c59e93e1d725f9ce45f23a,USDC,0xaf88d065e77c8cC2239327C5EDb3A432268e5831,PT-USDe-11DEC2025,0xf9921bc1837A97b8F853C83521122c3FBF3f365F,915000000000000000,2;3;4;5;6;7;8;9;10;11;12,2;3;4;5;6;7;8;9
0x678b525f162b499b17d8fd71f3129bd3a5a10d4c728e6af02ee7c644ae262d01,USDC,0xaf88d065e77c8cC2239327C5EDb3A432268e5831,RLP,0x35E5dB674D8e93a03d814FA0ADa70731efe8a4b9,915000000000000000,6;10;11;12,6;8;9
0xc7670063349ac19dfa324ead7bd7da2985ae931e1b09fb0e31b62c6486b730bd,USDC,0xaf88d065e77c8cC2239327C5EDb3A432268e5831,RLP,0x35E5dB674D8e93a03d814FA0ADa70731efe8a4b9,860000000000000000,9;10;11;12,9
0xd478de9c069f12759d3baed9ddd16fe8902128937821af3a3cf77eca1885c7fc,USDC,0xaf88d065e77c8cC2239327C5EDb3A432268e5831,rsETH,0x4186BFC76E2E237523CBC30FD220FE055156b41F,770000000000000000,1;2;3;4;5;6;7;8;9;10;11;12,1;2;3;4;5;6;7;8;9
0xe23e15ddd552eb148045e3f4b74e71f4923bc6bea6e5bda0a4cf89a0cecd1a3b,USDC,0xaf88d065e77c8cC2239327C5EDb3A432268e5831,siUSD,0x51B0f6AED4a421f09D28A5eDe1DCF460BCB54d30,915000000000000000,11;12,
0x71c2954e00c8f72864600c9d1d1cd70fa15202c4294cd938d80add3be2eced26,USDC,0xaf88d065e77c8cC2239327C5EDb3A432268e5831,sUSDai,0x0B2b2B2076d95dda7817e785989fE353fe955ef9,915000000000000000,4;5;6;7;8;9;10;11;12,4;5;6;7;8;9
0x989ddb4f5b09e6d02e7f5f2f8efb846fd2de1f3f3dfd96e1939455abe7dd5a48,USDC,0xaf88d065e77c8cC2239327C5EDb3A432268e5831,sUSDC,0x940098b108fB7D0a7E374f6eDED7760787464609,915000000000000000,1;2;3;4;5;6;7;8;9;10;11;12,1;2;3;4;5;6;7;8;9
0x7e7c08f2d8bb6821408ac6b4e2f322d73ba1fb8ce20b3b65087f440ef3b2f8f1,USDC,0xaf88d065e77c8cC2239327C5EDb3A432268e5831,sUSDe,0x211Cc4DD073734dA055fbF44a2b4667d5E5fE5d2,915000000000000000,1;2;3;4;5;6;7;8;9;10;11;12,1;2;3;4;5;6;7;8;9
0x77fe2f7c2dd6f4da6bc5f445b06052ff8df55cb70cfce9afc16ec3c69a5fd3a3,USDC,0xaf88d065e77c8cC2239327C5EDb3A432268e5831,sUSDS,0xdDb46999F8891663a8F2828d25298f70416d7610,945000000000000000,1;2;3;4;5;6;7;8;9;10;11;12,1;2;3;4;5;6;7;8;9
0xf86f3edd6f16cd8211f4d206866dc4ecd41be6211063ac11f8508e1b7112ef40,USDC,0xaf88d065e77c8cC2239327C5EDb3A432268e5831,syrupUSDC,0x41CA7586cC1311807B4605fBB748a3B8862b42b5,915000000000000000,1;2;3;4;5;6;7;8;9;10;11;12,1;2;3;4;5;6;7;8;9
0x551dbcdcceaf9322986e0cddde993d49840522a9532dc441359acd98af8badff,USDC,0xaf88d065e77c8cC2239327C5EDb3A432268e5831,thBILL,0xfDD22Ce6D1F66bc0Ec89b20BF16CcB6670F55A5a,945000000000000000,1;2;3;4;5;6;7;8;9;10;11;12,1;2;3;4;5;6;7;8;9
0xe0de6b571ec913ada63d5327f70c8849ea2363d47f44a190e8fb489db07fee1e,USDC,0xaf88d065e77c8cC2239327C5EDb3A432268e5831,USDe,0x5d3a1Ff2b6BAb83b63cd9AD0787074081a52ef34,915000000000000000,1;2;3;4;5;6;7;8;9;10;11;12,1;2;3;4;5;6;7;8;9
0xd09404e9512e1341321c8ae3bd663fab7087582142ac61486635a6c072c2af12,USDC,0xaf88d065e77c8cC2239327C5EDb3A432268e5831,weETH,0x35751007a407ca6FEFfE80b3cB397736D2cf4dbe,860000000000000000,1;2;3;4;5;6;7;8;9;10;11;12,1;2;3;4;5;6;7;8;9
0x11d3bca0d1a9af8bf2982ef802f2971cf86043df1b31a044cacb35a8048156c6,USDC,0xaf88d065e77c8cC2239327C5EDb3A432268e5831,wsrUSD,0x4809010926aec940b550D34a46A52739f996D75D,915000000000000000,10;11;12,
0x33e0c8ab132390822b07e5dc95033cf250c963153320b7ffca73220664da2ea0,USDC,0xaf88d065e77c8cC2239327C5EDb3A432268e5831,wstETH,0x5979D7b546E38E414F7E9822514be443A4800529,860000000000000000,1;2;3;4;5;6;7;8;9;10;11;12,1;2;3;4;5;6;7;8;9
0x06a5954e8222a1f4719934d370ac558b657c6a5321d6cae615127b6596d10d32,USDC,0xaf88d065e77c8cC2239327C5EDb3A432268e5831,wstUSR,0x66CFbD79257dC5217903A36293120282548E2254,915000000000000000,1;2;3;4;5;6;7;8;9;10;11;12,1;2;3;4;5;6;7;8;9
0x582c92d5ea0ab48eba3a1ee88c8884e34f7fc61c57fb821f3f6d9e474574c6e3,USDC,0xaf88d065e77c8cC2239327C5EDb3A432268e5831,wstUSR,0x66CFbD79257dC5217903A36293120282548E2254,915000000000000000,10;11;12,
0x9e90aec7d768403dacc9dd0d8320307fda3f980eed4df43e3e52168a1c667709,USDC,0xaf88d065e77c8cC2239327C5EDb3A432268e5831,xUSD,0x6eAf19b2FC24552925dB245F9Ff613157a7dbb4C,915000000000000000,4,4
